PheCode,Names,Short_names,Category_code,Category,Full_Category
802,Fracture of pelvis,Fracture of pelvis,18,injuries & poisonings,injury and poisoning
327.71,Restless legs syndrome,Restless legs syndrome,6,neurological,diseases of the nervous system
577.2,Chronic pancreatitis,Chronic pancreatitis,10,digestive,diseases of the digestive system
871.3,Open wound of foot except toe(s) alone,Open wound of foot except toe(s) alone,18,injuries & poisonings,injury and poisoning
198.4,Secondary malignant neoplasm of liver,Secondary malignant neoplasm of liver,2,neoplasms,neoplasms
480,Pneumonia,Pneumonia,9,respiratory,diseases of the respiratory system
624.2,Atrophy of female genital tract,Atrophy of female genital tract,11,genitourinary,diseases of the genitourinary system
694.1,Vitiligo,Vitiligo,13,dermatologic,diseases of the skin and subcutaneous tissue
695.7,Prurigo and Lichen,Lichen,13,dermatologic,diseases of the skin and subcutaneous tissue
189.12,Malignant neoplasm of renal pelvis,Malignant neoplasm of renal pelvis,2,neoplasms,neoplasms
289.4,Lymphadenitis,Lymphadenitis,4,hematopoietic,diseases of the blood and blood-forming organs
870.8,Open wound of genital organs,Open wound of genital organs,18,injuries & poisonings,injury and poisoning
110.2,Dermatomycoses,Dermatomycoses,1,infectious diseases,infectious and parasitic diseases
362.5,Toxic maculopathy of retina,Toxic maculopathy of retina,7,sense organs,diseases of the sense organs
364.51,Fuchs' dystrophy,Fuchs' dystrophy,7,sense organs,diseases of the sense organs
480.13,MRSA pneumonia,MRSA pneumonia,9,respiratory,diseases of the respiratory system
656,Other perinatal conditions of fetus or newborn,Other perinatal conditions,12,pregnancy complications,"complications of pregnancy, childbirth, and the puerperium"
747.13,Congenital anomalies of great vessels,Congenital anomalies of great vessels,15,congenital anomalies,congenital anomalies
599.2,Retention of urine,Retention of urine,11,genitourinary,diseases of the genitourinary system
614.33,"Pelvic inflammatory disease, NOS","Pelvic inflammatory disease, NOS",11,genitourinary,diseases of the genitourinary system
817,Concussion,Concussion,18,injuries & poisonings,injury and poisoning
240,Simple and unspecified goiter,Simple goiter,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
250.13,Type 1 diabetes with ophthalmic manifestations,Type 1 diabetic retinopathy,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
250.23,Type 2 diabetes with ophthalmic manifestations,Type 2 diabetic retinopathy,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
333.4,Torsion dystonia,Torsion dystonia,6,neurological,diseases of the nervous system
371.33,Noninfectious dermatoses of eyelid,Noninfectious dermatoses of eyelid,7,sense organs,diseases of the sense organs
618.5,Prolapse of vaginal vault after hysterectomy,Prolapse of vaginal vault after hysterectomy,11,genitourinary,diseases of the genitourinary system
696.41,Psoriasis vulgaris,Psoriasis vulgaris,13,dermatologic,diseases of the skin and subcutaneous tissue
965.1,Opiates and related narcotics causing adverse effects in therapeutic use,Adverse effects of opiates and related narcotics in therapeutic use,18,injuries & poisonings,injury and poisoning
250.2,Type 2 diabetes,Type 2 diabetes,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
301,Personality disorders,Personality disorders,5,mental disorders,mental disorders
555.2,Ulcerative colitis,Ulcerative colitis,10,digestive,diseases of the digestive system
614.4,"Inflammatory diseases of uterus, except cervix","Inflammatory diseases of uterus, except cervix",11,genitourinary,diseases of the genitourinary system
722.7,Intervertebral disc disorder with myelopathy,Intervertebral disc disorder with myelopathy,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
958,Certain early complications of trauma or procedure,Early complications of trauma or procedure,18,injuries & poisonings,injury and poisoning
260,Protein-calorie malnutrition,Protein-calorie malnutrition,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
442.4,Arterial dissection,Arterial dissection,8,circulatory system,diseases of the circulatory system
531.1,Hemorrhage from gastrointestinal ulcer,Hemorrhage from gastrointestinal ulcer,10,digestive,diseases of the digestive system
614.53,Cyst or abscess of Bartholin's gland,Cyst or abscess of Bartholin's gland,11,genitourinary,diseases of the genitourinary system
620.1,Dysplasia of cervix,Dysplasia of cervix,11,genitourinary,diseases of the genitourinary system
727,"Other disorders of synovium, tendon, and bursa","Disorders of synovium, tendon, and bursa",14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
275,Disorders of mineral metabolism,Disorders of mineral metabolism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
710.2,Periostitis,Periostitis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
783,Fever of unknown origin,Fever of unknown origin,17,symptoms,"symptoms, signs, and ill-defined conditions"
258.1,Postablative ovarian failure,Postablative ovarian failure,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
270.11,Disturbances of sulphur-bearing amino-acid metabolism,Disturbances of sulphur-bearing amino-acid metabolism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
287,Purpura and other hemorrhagic conditions,Purpura and other hemorrhagic conditions,4,hematopoietic,diseases of the blood and blood-forming organs
459.1,Hemorrhage NOS,Hemorrhage NOS,8,circulatory system,diseases of the circulatory system
703,"Diseases of nail, NOS",Diseases of nail,13,dermatologic,diseases of the skin and subcutaneous tissue
117.2,Coccidioidomycosis,Coccidioidomycosis,1,infectious diseases,infectious and parasitic diseases
327.5,Parasomnia,Parasomnia,6,neurological,diseases of the nervous system
707.1,Decubitus ulcer,Decubitus ulcer,13,dermatologic,diseases of the skin and subcutaneous tissue
379.4,Anomalies of pupillary function,Anomalies of pupillary function,7,sense organs,diseases of the sense organs
731.1,Osteitis deformans [Paget's disease of bone],Paget's disease of bone,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
295.3,Psychosis,Psychosis,5,mental disorders,mental disorders
364,Corneal opacity and other disorders of cornea,Disorders of cornea,7,sense organs,diseases of the sense organs
395.6,Heart valve replaced,Heart valve replaced,8,circulatory system,diseases of the circulatory system
430.2,Intracerebral hemorrhage,Intracerebral hemorrhage,8,circulatory system,diseases of the circulatory system
681.2,Cellulitis and abscess of face/neck,Cellulitis and abscess of face,13,dermatologic,diseases of the skin and subcutaneous tissue
723.1,Torticollis,Torticollis,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
754.2,"Spondylolisthesis, congenital","Spondylolisthesis, congenital",15,congenital anomalies,congenital anomalies
172.1,"Melanomas of skin, dx or hx",Melanoma,2,neoplasms,neoplasms
270.35,Macroglobulinemia,Macroglobulinemia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
540.11,Acute appendicitis,Acute appendicitis,10,digestive,diseases of the digestive system
560.1,Paralytic ileus,Paralytic ileus,10,digestive,diseases of the digestive system
687.4,Disturbance of skin sensation,Disturbance of skin sensation,13,dermatologic,diseases of the skin and subcutaneous tissue
427.11,Paroxysmal supraventricular tachycardia,Paroxysmal supraventricular tachycardia,8,circulatory system,diseases of the circulatory system
994.21,Septic shock,Septic shock,18,injuries & poisonings,injury and poisoning
333.3,Tics and choreas,Tics and choreas,6,neurological,diseases of the nervous system
348.2,Cerebral edema and compression of brain,Cerebral edema and compression of brain,6,neurological,diseases of the nervous system
514.2,Solitary pulmonary nodule,Solitary pulmonary nodule,9,respiratory,diseases of the respiratory system
204.3,Monocytic leukemia,Monocytic leukemia,2,neoplasms,neoplasms
264.2,Failure to thrive (childhood),Failure to thrive,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
355,Complex regional/central pain syndrome,Complex regional/central pain syndrome,6,neurological,diseases of the nervous system
365.2,Primary angle-closure glaucoma,Primary angle-closure glaucoma,7,sense organs,diseases of the sense organs
426.31,Right bundle branch block,Right bundle branch block,8,circulatory system,diseases of the circulatory system
526.8,Exostosis of jaw,Exostosis of jaw,10,digestive,diseases of the digestive system
592,Cystitis and urethritis,Cystitis and urethritis,11,genitourinary,diseases of the genitourinary system
743.22,Pathologic fracture of femur,Pathologic fracture of femur,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
81.11,Acute graft-versus-host disease,Acute graft-versus-host disease,1,infectious diseases,infectious and parasitic diseases
368.4,Visual field defects,Visual field defects,7,sense organs,diseases of the sense organs
614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)","Pelvic peritoneal adhesions, female (postoperative) (postinfection)",11,genitourinary,diseases of the genitourinary system
772.3,Muscle weakness,Muscle weakness,17,symptoms,"symptoms, signs, and ill-defined conditions"
286.5,Hemorrhagic disorder due to intrinsic circulating anticoagulants,Hemorrhagic disorder due to intrinsic circulating anticoagulants,4,hematopoietic,diseases of the blood and blood-forming organs
110.1,Dermatophytosis,Dermatophytosis,1,infectious diseases,infectious and parasitic diseases
244.3,Iodine hypothyroidism,Iodine hypothyroidism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
366.1,Nonsenile Cataract,Nonsenile Cataract,7,sense organs,diseases of the sense organs
591,Urinary tract infection,Urinary tract infection,11,genitourinary,diseases of the genitourinary system
857,"Mechanical complication of unspecified genitourinary device, implant, and graft","Mechanical complication of genitourinary device, implant, and graft",18,injuries & poisonings,injury and poisoning
966,Poisoning by anticonvulsants and anti-Parkinsonism drugs,Poisoning by anticonvulsants and anti-Parkinsonism drugs,18,injuries & poisonings,injury and poisoning
362.2,Degeneration of macula and posterior pole of retina,Macular degeneration,7,sense organs,diseases of the sense organs
385.5,Tympanosclerosis and middle ear disease related to otitis media,Tympanosclerosis and middle ear disease related to otitis media,7,sense organs,diseases of the sense organs
743.2,Pathologic fracture,Pathologic fracture,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
429,Ill-defined descriptions and complications of heart disease,Ill-defined descriptions and complications of heart disease,8,circulatory system,diseases of the circulatory system
871.1,Open wound of hand except finger(s),Open wound of hand except finger(s),18,injuries & poisonings,injury and poisoning
70,Viral hepatitis,Viral hepatitis,1,infectious diseases,infectious and parasitic diseases
292.6,Hallucinations,Hallucinations,5,mental disorders,mental disorders
371.21,Allergic conjunctivitis,Allergic conjunctivitis,7,sense organs,diseases of the sense organs
334.21,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,6,neurological,diseases of the nervous system
401.2,Hypertensive heart and/or renal disease,Hypertensive heart and/or renal disease,8,circulatory system,diseases of the circulatory system
